date,entity_id,brand,product_name,category,price_index,demand_index,sentiment_index,search_index,ad_index,event_type,event_title,event_description,impact_direction,signal_story,priority,event_effect_hint
2025-04-20,101,SoundWave,SoundPods X3,earbuds,63.5,44.7,0.6,44.2,5.3,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-20,201,NovaTech,NovaPhone S22,smartphones,462.8,42.6,0.5,50.3,6.3,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-20,301,FitTech,FitPulse Watch,smartwatches,131.33,32.4,0.6,49.0,4.6,ad_campaign,Summer Fitness Push,Paid ads tie watch to fitness tracking theme,positive,Search acceleration feeds next-day demand,high,ad_boost
2025-04-20,401,BoomAudio,BoomBox Mini,bluetooth_speakers,182.81,35.4,0.54,43.1,3.5,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-20,501,PowerTech,PowerMax 20K,power_banks,75.75,27.7,0.53,51.5,4.5,organic,No active event,Baseline category demand with no major trigger,neutral,Demand easing as prior momentum cools and baseline normalizes,medium,organic_continuation
2025-04-20,524,SlateTab,SlateMax 11,tablets,760.0,31.8,0.59,47.2,6.2,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-20,601,ClearAudio,ClearSound H7,headphones,242.7,43.0,0.65,51.3,7.3,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-21,101,SoundWave,SoundPods X3,earbuds,63.46,44.3,0.59,42.9,4.9,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-21,201,NovaTech,NovaPhone S22,smartphones,462.8,42.3,0.5,49.0,5.8,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-21,301,FitTech,FitPulse Watch,smartwatches,131.85,35.0,0.61,50.6,5.7,organic,No active event,Baseline category demand with no major trigger,neutral,Demand improving on carry-over visibility and healthy baseline signals,medium,organic_continuation
2025-04-21,401,BoomAudio,BoomBox Mini,bluetooth_speakers,182.77,34.6,0.53,42.3,3.5,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-21,501,PowerTech,PowerMax 20K,power_banks,75.81,26.7,0.53,50.8,4.6,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-21,524,SlateTab,SlateMax 11,tablets,763.54,31.0,0.59,46.7,6.3,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-21,601,ClearAudio,ClearSound H7,headphones,229.35,44.8,0.65,53.7,7.4,price_drop,Headphone Cashback Window,Short cashback window improves value perception,positive,Demand rises through stronger conversion,high,price_effect
2025-04-22,101,SoundWave,SoundPods X3,earbuds,63.42,44.0,0.58,41.8,4.5,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-22,201,NovaTech,NovaPhone S22,smartphones,467.43,38.9,0.48,48.7,5.0,stock_issue,Color Variant Backorder,Popular storage/color combo slips into backorder,negative,Demand softens despite decent awareness,high,stock_drop
2025-04-22,301,FitTech,FitPulse Watch,smartwatches,132.31,36.6,0.61,50.7,6.1,organic,No active event,Baseline category demand with no major trigger,neutral,Demand improving on carry-over visibility and healthy baseline signals,medium,organic_continuation
2025-04-22,401,BoomAudio,BoomBox Mini,bluetooth_speakers,182.74,33.7,0.53,41.9,3.6,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-22,501,PowerTech,PowerMax 20K,power_banks,75.85,26.6,0.54,50.5,4.7,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-22,524,SlateTab,SlateMax 11,tablets,766.66,30.4,0.58,46.4,6.3,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-22,601,ClearAudio,ClearSound H7,headphones,225.0,46.1,0.64,55.3,7.4,organic,No active event,Baseline category demand with no major trigger,neutral,Demand improving on carry-over visibility and healthy baseline signals,low,organic_continuation
2025-04-23,101,SoundWave,SoundPods X3,earbuds,63.38,43.8,0.58,41.1,4.2,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-23,201,NovaTech,NovaPhone S22,smartphones,469.67,37.0,0.47,48.2,4.4,organic,No active event,Baseline category demand with no major trigger,neutral,Demand easing as prior momentum cools and baseline normalizes,medium,organic_continuation
2025-04-23,301,FitTech,FitPulse Watch,smartwatches,132.72,36.4,0.62,49.5,5.8,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-23,401,BoomAudio,BoomBox Mini,bluetooth_speakers,182.71,32.8,0.53,41.7,3.7,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-23,501,PowerTech,PowerMax 20K,power_banks,75.9,26.5,0.54,50.4,4.9,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-23,524,SlateTab,SlateMax 11,tablets,769.4,30.9,0.62,47.9,6.3,review_spike,Display Praise Trend,Review burst praises screen quality and battery,positive,Sentiment lift improves conversion quality,medium,sentiment_boost
2025-04-23,601,ClearAudio,ClearSound H7,headphones,225.0,46.6,0.63,56.1,7.1,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-24,101,SoundWave,SoundPods X3,earbuds,63.35,43.6,0.57,40.7,3.8,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-24,201,NovaTech,NovaPhone S22,smartphones,468.85,36.3,0.47,47.8,4.1,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-24,301,FitTech,FitPulse Watch,smartwatches,133.08,36.0,0.62,48.7,5.6,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-24,401,BoomAudio,BoomBox Mini,bluetooth_speakers,182.69,32.0,0.53,41.8,3.9,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-24,501,PowerTech,PowerMax 20K,power_banks,75.93,27.4,0.58,52.1,5.1,review_spike,Battery Life Review Lift,Recent reviews praise fast charging consistency,positive,Sentiment improvement supports rebound,medium,sentiment_boost
2025-04-24,524,SlateTab,SlateMax 11,tablets,771.81,32.1,0.63,49.0,6.2,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-24,601,ClearAudio,ClearSound H7,headphones,227.12,46.1,0.63,55.8,6.8,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-25,101,SoundWave,SoundPods X3,earbuds,63.32,43.4,0.57,40.5,3.5,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-25,201,NovaTech,NovaPhone S22,smartphones,468.12,36.5,0.48,47.7,3.9,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-25,301,FitTech,FitPulse Watch,smartwatches,133.39,35.4,0.62,48.2,5.4,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-25,401,BoomAudio,BoomBox Mini,bluetooth_speakers,172.62,33.7,0.53,44.5,4.3,price_drop,End-of-Month Speaker Discount,Temporary markdown to clear channel inventory,positive,Price cut materially lifts conversion,high,price_effect
2025-04-25,501,PowerTech,PowerMax 20K,power_banks,75.96,29.0,0.6,53.3,5.2,organic,No active event,Baseline category demand with no major trigger,neutral,Demand improving on carry-over visibility and healthy baseline signals,medium,organic_continuation
2025-04-25,524,SlateTab,SlateMax 11,tablets,773.93,32.9,0.62,49.5,6.1,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-25,601,ClearAudio,ClearSound H7,headphones,228.99,45.8,0.62,55.7,6.4,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-26,101,SoundWave,SoundPods X3,earbuds,59.82,46.1,0.57,43.6,3.5,price_drop,Month-End Earbuds Deal,Limited markdown ahead of payday weekend,positive,Lower price improves click-through and demand,high,price_effect
2025-04-26,201,NovaTech,NovaPhone S22,smartphones,467.48,36.7,0.49,48.4,3.7,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-26,301,FitTech,FitPulse Watch,smartwatches,133.67,34.9,0.62,48.7,5.3,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-26,401,BoomAudio,BoomBox Mini,bluetooth_speakers,170.0,35.2,0.53,47.0,4.7,organic,No active event,Baseline category demand with no major trigger,neutral,Demand improving on carry-over visibility and healthy baseline signals,low,organic_continuation
2025-04-26,501,PowerTech,PowerMax 20K,power_banks,75.99,30.3,0.6,54.5,5.3,organic,No active event,Baseline category demand with no major trigger,neutral,Demand improving on carry-over visibility and healthy baseline signals,low,organic_continuation
2025-04-26,524,SlateTab,SlateMax 11,tablets,775.8,32.9,0.61,50.0,6.0,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-26,601,ClearAudio,ClearSound H7,headphones,230.64,46.0,0.61,56.2,6.1,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-27,101,SoundWave,SoundPods X3,earbuds,57.5,47.9,0.58,45.8,3.4,organic,No active event,Baseline category demand with no major trigger,neutral,Demand improving on carry-over visibility and healthy baseline signals,medium,organic_continuation
2025-04-27,201,NovaTech,NovaPhone S22,smartphones,466.92,36.8,0.5,49.2,3.6,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-27,301,FitTech,FitPulse Watch,smartwatches,135.25,31.3,0.6,49.8,4.9,stock_issue,Accessory Restock Delay,Strap accessory shortage slows conversion,negative,Demand eases while search stays fair,medium,stock_drop
2025-04-27,401,BoomAudio,BoomBox Mini,bluetooth_speakers,170.0,35.9,0.53,48.4,4.9,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-27,501,PowerTech,PowerMax 20K,power_banks,76.02,30.4,0.59,55.1,5.4,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-27,524,SlateTab,SlateMax 11,tablets,777.44,33.0,0.6,50.4,5.8,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-27,601,ClearAudio,ClearSound H7,headphones,234.41,43.1,0.58,57.2,5.3,stock_issue,Retail Inventory Tightness,Offline and online stock turns tighter,negative,Demand slips despite good awareness,medium,stock_drop
2025-04-28,101,SoundWave,SoundPods X3,earbuds,56.43,48.4,0.58,46.7,3.2,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-28,201,NovaTech,NovaPhone S22,smartphones,440.77,39.2,0.51,52.1,3.8,price_drop,Festive EMI Promo,Small effective price cut via EMI cashback,positive,Price-led pull revives end-month conversions,high,price_effect
2025-04-28,301,FitTech,FitPulse Watch,smartwatches,136.12,29.3,0.59,50.1,4.7,organic,No active event,Baseline category demand with no major trigger,neutral,Demand easing as prior momentum cools and baseline normalizes,medium,organic_continuation
2025-04-28,401,BoomAudio,BoomBox Mini,bluetooth_speakers,171.5,35.3,0.53,48.3,5.0,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-28,501,PowerTech,PowerMax 20K,power_banks,76.04,30.6,0.58,55.2,5.5,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-28,524,SlateTab,SlateMax 11,tablets,778.89,33.3,0.59,50.5,5.6,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-28,601,ClearAudio,ClearSound H7,headphones,236.81,41.4,0.57,57.1,4.7,organic,No active event,Baseline category demand with no major trigger,neutral,Demand easing as prior momentum cools and baseline normalizes,medium,organic_continuation
2025-04-29,101,SoundWave,SoundPods X3,earbuds,57.23,47.6,0.58,46.6,3.0,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-29,201,NovaTech,NovaPhone S22,smartphones,435.0,40.8,0.52,54.0,4.0,organic,No active event,Baseline category demand with no major trigger,neutral,Demand improving on carry-over visibility and healthy baseline signals,medium,organic_continuation
2025-04-29,301,FitTech,FitPulse Watch,smartwatches,136.07,28.6,0.59,50.2,4.8,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-29,401,BoomAudio,BoomBox Mini,bluetooth_speakers,172.82,35.0,0.52,48.2,5.2,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-29,501,PowerTech,PowerMax 20K,power_banks,76.06,32.9,0.57,59.7,7.7,ad_campaign,Long Weekend Utility Push,Short burst campaign ahead of long weekend travel,positive,Search and ad pressure feed late-month demand,medium,ad_boost
2025-04-29,524,SlateTab,SlateMax 11,tablets,780.16,35.5,0.58,55.0,7.5,ad_campaign,Exam Prep Tablet Ads,Short campaign timed to student purchase intent,positive,Search gets a fresh late-month bump,medium,ad_boost
2025-04-29,601,ClearAudio,ClearSound H7,headphones,237.52,40.9,0.57,56.7,4.3,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-30,101,SoundWave,SoundPods X3,earbuds,57.94,46.7,0.58,46.7,2.9,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-30,201,NovaTech,NovaPhone S22,smartphones,435.0,41.4,0.53,55.0,4.0,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-30,301,FitTech,FitPulse Watch,smartwatches,136.02,29.0,0.6,50.4,4.9,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-30,401,BoomAudio,BoomBox Mini,bluetooth_speakers,173.98,34.9,0.52,48.2,5.3,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
2025-04-30,501,PowerTech,PowerMax 20K,power_banks,76.08,36.2,0.58,62.0,8.0,organic,No active event,Baseline category demand with no major trigger,neutral,Demand improving on carry-over visibility and healthy baseline signals,medium,organic_continuation
2025-04-30,524,SlateTab,SlateMax 11,tablets,781.28,38.5,0.58,57.0,8.4,organic,No active event,Baseline category demand with no major trigger,neutral,Demand improving on carry-over visibility and healthy baseline signals,medium,organic_continuation
2025-04-30,601,ClearAudio,ClearSound H7,headphones,238.14,41.2,0.57,56.1,3.9,organic,No active event,Baseline category demand with no major trigger,neutral,Stable organic movement with minor day-to-day variation,low,organic_continuation
